fund_code,认知能力,配置选择能力,风险应对能力,风险转化能力,交易执行能力,综合能力,ff5_alpha
823,0.16511741643730232,-0.22598229880932894,0.10217914062845555,-0.457642741734487,-0.21182741208012623,-0.12563117911163685,0.0094689412426303
845,-0.10498644858954755,-1.30908719713118,-0.1732517251181979,-1.0305956908381058,0.3985133200985441,-0.4438815483156975,-0.0096163974742206
940,0.1005181062531201,-0.7153913698392402,-0.3295687098241325,0.5122400865217234,-0.7432453091985158,-0.23508943921740905,0.04073026627286601
1000,0.4725328674069101,-0.0839536673954134,-0.5609201978848436,-0.43919989470140397,0.29097358744774887,-0.0641134610254004,0.0275394459193409
1037,-0.4246156803001978,-0.5251954803350954,0.18619831368359724,-0.7557372994091304,0.7251831380040961,-0.15883340167134605,0.0044610465246065
1060,0.1757231563530266,0.07280310826348536,-0.059245412628989996,-0.03349205163126339,0.6403723584673675,0.1592322317647252,0.0193381303205619
1075,-0.23200134216011184,-0.5673248620527283,0.2794703350316845,-0.30581096253398654,0.7548761268308999,-0.014158140976848444,0.0193667332588229
1076,-0.5188920314608398,-0.21212716400317494,-0.5476616307434312,0.2507610468859546,-0.012289917298731079,-0.20804193932404455,0.0359882904287955
1088,-0.3517548223365174,-0.877105235675623,-0.9284763672686025,0.02975617239815806,-0.5887332444261691,-0.5432626994617509,0.0099084712319878
1170,0.11386843027774057,-0.8502260812343231,0.4711703236400648,-0.32662254266172025,0.5881186768187645,-0.0007382386318947054,0.0230825530010874
1184,-0.40050664227452965,-0.6616004082877229,0.09793469450727868,-0.8371555439157089,1.06791691407217,-0.14668219717970254,0.0055573141940628
1194,0.22747249713303186,-1.2231853922207558,-0.7181457676380304,1.1553859962600301,0.555209249888714,-0.0006526833154020473,0.0471055233046176
1198,0.7003180546625144,-0.5907478648956737,-0.2986493143978756,-0.5397822869833123,-1.1766761124812617,-0.3811075048191218,0.0216410769014476
1267,0.06969730705308619,-1.2608081244779967,0.04812823411612259,-0.568665371809677,0.44126066255444346,-0.2540774585128043,0.0147682793306558
