fund_code,alpha_2nd,sharpe_1st,ir_1st,log_aum,mgr_total_tenure_v2,log_fund_age
17612,0.20977215931757687,-0.0694045667828173,,0.9856055941485343,587.5384615384615,0.17954421887313649
17732,-0.1793065840857537,-0.7116332165231155,,-2.9514147383364744,626.5384615384615,0.31233560057283477
17811,0.018279616536889615,-0.18687333804458633,,3.307981357779537,586.5384615384615,0.17535833185985616
17876,-0.0058058515091936255,-0.44590654902050664,,0.5300814861122285,563.5384615384615,0.050939099322753506
17927,-0.14947510556525118,-0.6929967365228635,,-1.9335031129189928,588.5384615384615,0.18367100357863567
18291,0.4086593070555091,-0.5083796214082479,,0.8510394720972893,577.25,0.22974568155234176
18325,-0.31005289099875544,-0.3721082853824803,,-1.4515185935977126,258.75,0.13086820733450824
18326,-0.3107605645408505,-0.3790557374503921,,-2.1947115513392563,258.75,0.13086820733450824
18358,0.09356600735410654,-0.3509412067339525,,-0.03802797276466854,514.25,-0.07209921258582745
18359,0.09166808474877251,-0.36038172398668195,,-1.6682905424004018,514.25,-0.07209921258582745
20018,-0.017900556649394953,0.24137388888230152,-1.2519301946829495e-14,0.47893025128134314,1090.32,2.687217168966114
40001,-0.05000440957928527,0.2734314707131831,-3.570986339439887e-14,2.6584237539737514,597.2,3.065694875237087
40008,-0.0010205641331034504,0.09401339182847122,-3.0898095189594775e-14,3.766706447525307,3587.72,2.7446586667599866
40011,0.0024870433560357434,0.28357117527853143,-3.421269182771473e-14,1.8799223790901436,1613.72,2.6621137424446455
40016,-0.019203127121698364,0.2166046535923034,-3.1715704166041456e-14,1.5592544629543246,1217.56,2.5465535069392544
40025,0.05975315262617729,0.16869547296079512,-2.8541368995405103e-14,2.549209096099598,919.76,2.410048839350338
50004,-0.007011550612030977,-0.05880850727071872,-4.44825670356927e-14,2.976792966843989,823.52,2.9278178791674287
50009,0.024146182909222713,0.22357203660718455,-3.072016246356361e-14,3.221305027948948,3725.72,2.7494299926446235
50010,0.03722045257560921,0.2723897812149915,-2.936731794182769e-14,1.6875368515898723,1745.72,2.6900297524490053
70027,-0.012565174980823367,0.4562031697015714,-1.7405717306511592e-14,2.378089439316776,1068.0,2.4130343288461034
100022,0.04261718074863304,0.3522029468957867,-2.2565168616809402e-14,3.6586008227835,1413.2,2.8846475354627965
100039,0.05127372707122328,0.31070794055785944,-2.45293285974959e-14,1.6509915661366437,1520.72,2.5463368061588687
